noise,method,n_cells,mean_signed,ci_lo,ci_hi,cluster_lo,cluster_hi,mean_abs,directionality,p_wilcoxon,p_adj_BH,significant_BH_0.05
dev_algiers,rem,180,-0.00017754509323461692,-0.00032062621609043327,-2.572996051044492e-05,-0.00031213887719474,-5.1007328844776294e-05,0.000725980919017745,0.24455889760138064,0.012273724853878655,0.012273724853878655,True
dev_algiers,zne,180,0.06096563193144675,0.05833839400069906,0.06361091729295293,0.030174524381799253,0.0962465251430699,0.06194994279344151,0.9841111901381939,4.88349667963617e-30,1.465049003890851e-29,True
dev_algiers,zne_rem,180,0.06926795905326381,0.06652225783949932,0.07199530038182654,0.035729890704597776,0.10686850172924393,0.07021828610719506,0.9864661029681003,2.2929131502223185e-30,1.375747890133391e-29,True
dev_lagos,rem,180,-0.034200303327172867,-0.04415486714848735,-0.024819137235486004,-0.04650649699158943,-0.022939572373085814,0.056946277825482054,0.600571356603558,1.7302616874918143e-13,2.5953925312377215e-13,True
dev_lagos,zne,180,-0.021106015349426643,-0.022246313061480207,-0.020001855417079883,-0.03479823371362408,-0.010105179398148088,0.02183468598434728,0.966627839967884,3.6690943777753896e-29,7.33818875555078e-29,True
dev_lagos,zne_rem,180,-0.044256944900692964,-0.0592388168901705,-0.028877369935001628,-0.06317512882317204,-0.02409036757117705,0.09378002682716724,0.4719229285597956,1.6873282054928116e-09,2.024793846591374e-09,True
